1750	;	2050	;	850	;	0.5
1850	;	2050	;	850	;	0.5
1950	;	2050	;	850	;	0.5
2050	;	2050	;	850	;	0.5
2150	;	2050	;	850	;	0.5
2250	;	2050	;	850	;	0.5
2350	;	2050	;	850	;	0.5
2450	;	2050	;	850	;	0.5
1550	;	2150	;	850	;	0.5
1650	;	2150	;	850	;	0.5
1750	;	2150	;	850	;	0.5
1850	;	2150	;	850	;	0.5
1950	;	2150	;	850	;	0.5
2050	;	2150	;	850	;	0.5
2150	;	2150	;	850	;	0.5
2250	;	2150	;	850	;	0.5
2350	;	2150	;	850	;	0.5
2450	;	2150	;	850	;	0.5
1550	;	2250	;	850	;	0.5
1650	;	2250	;	850	;	0.5
1750	;	2250	;	850	;	0.5
1850	;	2250	;	850	;	0.5
1950	;	2250	;	850	;	0.5
2050	;	2250	;	850	;	0.5
2150	;	2250	;	850	;	0.5
2250	;	2250	;	850	;	0.5
2350	;	2250	;	850	;	0.5
2450	;	2250	;	850	;	0.5
1550	;	2350	;	850	;	0.5
1650	;	2350	;	850	;	0.5
1750	;	2350	;	850	;	0.5
1850	;	2350	;	850	;	0.5
1950	;	2350	;	850	;	0.5
2050	;	2350	;	850	;	0.5
2150	;	2350	;	850	;	0.5
2250	;	2350	;	850	;	0.5
2350	;	2350	;	850	;	0.5
2450	;	2350	;	850	;	0.5
1550	;	2450	;	850	;	0.5
1650	;	2450	;	850	;	0.5
1750	;	2450	;	850	;	0.5
1850	;	2450	;	850	;	0.5
1950	;	2450	;	850	;	0.5
2050	;	2450	;	850	;	0.5
2150	;	2450	;	850	;	0.5
2250	;	2450	;	850	;	0.5
2350	;	2450	;	850	;	0.5
2450	;	2450	;	850	;	0.5
